flight_id,airline,source,destination,route,departure_time,arrival_time,departure_date,departure_hour,departure_time_band,duration_minutes,is_overnight,route_median_duration_minutes,duration_vs_route_median_minutes,is_duration_outlier,is_implausible_duration,airline_was_repaired,arrival_date_was_repaired,has_conflicting_source_record,is_anomaly,anomaly_reason
AI031,Air India,DEL,MAA,DEL - MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,2026-04-20,13,Afternoon (12-16),186,False,184.0,2,False,False,False,False,False,False,None
AI178,Air India,CCU,BLR,CCU - BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,2026-04-20,13,Afternoon (12-16),59,False,167.0,-108,False,False,False,False,False,False,None
SJ089,SpiceJet,HYD,CCU,HYD - CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,2026-04-20,12,Afternoon (12-16),273,False,177.0,96,False,False,False,False,False,False,None
UK166,Vistara,HYD,MAA,HYD - MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,2026-04-20,12,Afternoon (12-16),293,False,141.0,152,False,False,False,False,False,False,None
UK104,Vistara,DEL,BOM,DEL - BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,2026-04-20,12,Afternoon (12-16),82,False,176.0,-94,False,False,False,False,False,False,None
6F168,IndiGo,HYD,DEL,HYD - DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,2026-04-20,12,Afternoon (12-16),220,False,196.5,24,False,False,False,False,False,False,None
AI222,Air India,BOM,DEL,BOM - DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,2026-04-20,12,Afternoon (12-16),64,False,157.0,-93,False,False,True,False,False,False,None
SJ025,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,2026-04-20,12,Afternoon (12-16),207,False,169.5,38,False,False,False,False,False,False,None
6F255,IndiGo,DEL,BOM,DEL - BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,2026-04-20,11,Morning (06-11),214,False,176.0,38,False,False,True,False,False,False,None
UK228,Vistara,DEL,MAA,DEL - MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,2026-04-20,11,Morning (06-11),190,False,184.0,6,False,False,False,False,False,False,None
6F158,IndiGo,CCU,MAA,CCU - MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,2026-04-20,11,Morning (06-11),246,False,165.0,81,False,False,False,False,False,False,None
SJ218,SpiceJet,DEL,HYD,DEL - HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,2026-04-20,11,Morning (06-11),185,False,177.0,8,False,False,False,False,False,False,None
6F034,IndiGo,BOM,DEL,BOM - DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,2026-04-20,11,Morning (06-11),56,False,157.0,-101,False,False,False,False,False,False,None
UK156,Vistara,MAA,BLR,MAA - BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,2026-04-20,11,Morning (06-11),244,False,177.0,67,False,False,False,False,False,False,None
6F105,IndiGo,BLR,BOM,BLR - BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,2026-04-20,11,Morning (06-11),72,False,140.5,-68,False,False,False,False,False,False,None
6F073,IndiGo,DEL,CCU,DEL - CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,2026-04-20,11,Morning (06-11),220,False,144.0,76,False,False,False,False,False,False,None
SJ074,SpiceJet,DEL,CCU,DEL - CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,2026-04-20,11,Morning (06-11),41,False,144.0,-103,False,False,False,False,False,False,None
6F234,IndiGo,BOM,DEL,BOM - DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,2026-04-20,11,Morning (06-11),171,False,157.0,14,False,False,False,False,False,False,None
6F068,IndiGo,BLR,HYD,BLR - HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,2026-04-20,11,Morning (06-11),229,False,167.0,62,False,False,False,False,False,False,None
6F074,IndiGo,HYD,BOM,HYD - BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,2026-04-20,11,Morning (06-11),200,False,150.0,50,False,False,False,False,False,False,None
AI038,Air India,HYD,MAA,HYD - MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,2026-04-20,11,Morning (06-11),279,False,141.0,138,False,False,False,False,False,False,None
AI079,Air India,CCU,BLR,CCU - BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,2026-04-20,11,Morning (06-11),135,False,167.0,-32,False,False,False,False,False,False,None
SJ018,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,2026-04-20,10,Morning (06-11),153,False,169.5,-16,False,False,False,False,False,False,None
6F018,IndiGo,DEL,BLR,DEL - BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,2026-04-20,10,Morning (06-11),46,False,191.0,-145,False,False,False,False,False,False,None
AI091,Air India,CCU,MAA,CCU - MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,2026-04-20,10,Morning (06-11),263,False,165.0,98,False,False,False,False,False,False,None
UK071,Vistara,DEL,HYD,DEL - HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,2026-04-20,10,Morning (06-11),196,False,177.0,19,False,False,False,False,False,False,None
AI019,Air India,BOM,CCU,BOM - CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,2026-04-20,10,Morning (06-11),62,False,169.5,-108,False,False,False,False,False,False,None
UK212,Vistara,HYD,MAA,HYD - MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,2026-04-20,10,Morning (06-11),45,False,141.0,-96,False,False,False,False,False,False,None
AI146,Air India,BLR,DEL,BLR - DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,2026-04-20,10,Morning (06-11),186,False,125.0,61,False,False,False,False,False,False,None
6F232,IndiGo,MAA,BLR,MAA - BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,2026-04-20,10,Morning (06-11),103,False,177.0,-74,False,False,False,False,False,False,None
6F084,IndiGo,CCU,HYD,CCU - HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,2026-04-20,10,Morning (06-11),60,False,150.0,-90,False,False,False,False,False,False,None
AI129,Air India,BOM,CCU,BOM - CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,2026-04-20,10,Morning (06-11),189,False,169.5,20,False,False,False,False,False,False,None
AI240,Air India,MAA,DEL,MAA - DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,2026-04-20,10,Morning (06-11),147,False,175.5,-28,False,False,False,False,False,False,None
6F091,IndiGo,BLR,CCU,BLR - CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,2026-04-20,10,Morning (06-11),86,False,97.0,-11,False,False,False,False,False,False,None
UK133,Vistara,BOM,DEL,BOM - DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,2026-04-20,10,Morning (06-11),192,False,157.0,35,False,False,False,False,False,False,None
SJ007,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,2026-04-20,10,Morning (06-11),290,False,169.5,120,False,False,False,False,False,False,None
SJ141,SpiceJet,CCU,DEL,CCU - DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,2026-04-20,10,Morning (06-11),217,False,139.5,78,False,False,False,False,False,False,None
6F049,IndiGo,HYD,DEL,HYD - DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,2026-04-20,10,Morning (06-11),193,False,196.5,-4,False,False,False,False,False,False,None
SJ235,SpiceJet,BOM,DEL,BOM - DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,2026-04-20,9,Morning (06-11),228,False,157.0,71,False,False,False,False,False,False,None
UK087,Vistara,HYD,MAA,HYD - MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,2026-04-20,9,Morning (06-11),208,False,141.0,67,False,False,False,False,False,False,None
UK170,Vistara,BOM,BLR,BOM - BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,2026-04-20,9,Morning (06-11),110,False,170.0,-60,False,False,False,False,False,False,None
SJ078,SpiceJet,DEL,HYD,DEL - HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,2026-04-20,9,Morning (06-11),188,False,177.0,11,False,False,False,False,False,False,None
SJ075,SpiceJet,MAA,BLR,MAA - BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,2026-04-20,9,Morning (06-11),97,False,177.0,-80,False,False,False,False,False,False,None
AI159,Air India,HYD,BLR,HYD - BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,2026-04-20,9,Morning (06-11),133,False,136.0,-3,False,False,False,False,False,False,None
UK120,Vistara,HYD,DEL,HYD - DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,2026-04-20,9,Morning (06-11),251,False,196.5,54,False,False,False,False,False,False,None
AI059,Air India,CCU,DEL,CCU - DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,2026-04-20,9,Morning (06-11),147,False,139.5,8,False,False,False,False,False,False,None
UK040,Vistara,HYD,CCU,HYD - CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,2026-04-20,9,Morning (06-11),77,False,177.0,-100,False,False,False,False,False,False,None
AI044,Air India,MAA,BLR,MAA - BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,2026-04-20,9,Morning (06-11),213,False,177.0,36,False,False,True,False,False,False,None
AI078,Air India,DEL,BOM,DEL - BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,2026-04-20,8,Morning (06-11),270,False,176.0,94,False,False,False,False,False,False,None
SJ226,SpiceJet,HYD,BOM,HYD - BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,2026-04-20,8,Morning (06-11),247,False,150.0,97,False,False,False,False,False,False,None
6F209,IndiGo,MAA,CCU,MAA - CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,2026-04-20,8,Morning (06-11),300,False,132.5,168,False,False,False,False,False,False,None
UK193,Vistara,HYD,DEL,HYD - DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,2026-04-20,8,Morning (06-11),35,False,196.5,-162,False,False,False,False,False,False,None
6F092,IndiGo,MAA,BLR,MAA - BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,2026-04-20,8,Morning (06-11),36,False,177.0,-141,False,False,False,False,False,False,None
AI208,Air India,BLR,BOM,BLR - BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,2026-04-20,8,Morning (06-11),194,False,140.5,54,False,False,False,False,False,False,None
SJ227,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,2026-04-20,8,Morning (06-11),261,False,169.5,92,False,False,False,False,False,False,None
6F238,IndiGo,BOM,DEL,BOM - DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,2026-04-20,8,Morning (06-11),48,False,157.0,-109,False,False,False,False,False,False,None
AI084,Air India,BOM,HYD,BOM - HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,2026-04-20,8,Morning (06-11),75,False,207.5,-132,False,False,False,False,False,False,None
SJ228,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,2026-04-20,8,Morning (06-11),227,False,169.5,58,False,False,False,False,False,False,None
UK194,Vistara,CCU,BOM,CCU - BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,2026-04-20,8,Morning (06-11),60,False,174.0,-114,False,False,False,False,False,False,None
6F126,IndiGo,CCU,MAA,CCU - MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,2026-04-20,8,Morning (06-11),78,False,165.0,-87,False,False,False,False,False,False,None
SJ052,SpiceJet,MAA,BLR,MAA - BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,2026-04-20,8,Morning (06-11),97,False,177.0,-80,False,False,False,False,False,False,None
AI233,Air India,BLR,BOM,BLR - BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,2026-04-20,8,Morning (06-11),108,False,140.5,-32,False,False,False,False,False,False,None
AI213,Air India,HYD,CCU,HYD - CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,2026-04-20,8,Morning (06-11),71,False,177.0,-106,False,False,False,False,False,False,None
UK076,Vistara,MAA,CCU,MAA - CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,2026-04-20,8,Morning (06-11),263,False,132.5,130,False,False,False,False,False,False,None
SJ022,SpiceJet,DEL,BLR,DEL - BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,2026-04-20,7,Morning (06-11),191,False,191.0,0,False,False,False,False,False,False,None
SJ002,SpiceJet,DEL,BOM,DEL - BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,2026-04-20,7,Morning (06-11),286,False,176.0,110,False,False,False,False,False,False,None
AI163,Air India,HYD,MAA,HYD - MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,2026-04-20,7,Morning (06-11),61,False,141.0,-80,False,False,False,False,False,False,None
UK229,Vistara,HYD,DEL,HYD - DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,2026-04-20,7,Morning (06-11),257,False,196.5,60,False,False,True,False,False,False,None
UK185,Vistara,DEL,MAA,DEL - MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,2026-04-20,7,Morning (06-11),77,False,184.0,-107,False,False,False,False,False,False,None
6F029,IndiGo,BOM,BLR,BOM - BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,2026-04-20,7,Morning (06-11),254,False,170.0,84,False,False,False,False,False,False,None
6F056,IndiGo,BOM,MAA,BOM - MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,2026-04-20,7,Morning (06-11),109,False,180.0,-71,False,False,False,False,False,False,None
AI062,Air India,MAA,DEL,MAA - DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,2026-04-20,6,Morning (06-11),36,False,175.5,-140,False,False,False,False,False,False,None
UK034,Vistara,DEL,BLR,DEL - BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,2026-04-20,6,Morning (06-11),204,False,191.0,13,False,False,False,False,False,False,None
UK079,Vistara,DEL,BLR,DEL - BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,2026-04-20,6,Morning (06-11),231,False,191.0,40,False,False,False,False,False,False,None
AI135,Air India,BLR,BOM,BLR - BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,2026-04-20,6,Morning (06-11),161,False,140.5,20,False,False,False,False,False,False,None
SJ061,SpiceJet,MAA,BLR,MAA - BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,2026-04-20,6,Morning (06-11),177,False,177.0,0,False,False,False,False,False,False,None
AI047,Air India,CCU,MAA,CCU - MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,2026-04-20,6,Morning (06-11),47,False,165.0,-118,False,False,True,False,False,False,None
UK210,Vistara,DEL,CCU,DEL - CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,2026-04-20,6,Morning (06-11),55,False,144.0,-89,False,False,False,False,False,False,None
AI088,Air India,MAA,DEL,MAA - DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,2026-04-20,6,Morning (06-11),216,False,175.5,40,False,False,True,False,False,False,None
UK177,Vistara,DEL,HYD,DEL - HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,2026-04-20,6,Morning (06-11),269,False,177.0,92,False,False,False,False,False,False,None
AI128,Air India,BOM,CCU,BOM - CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,2026-04-20,6,Morning (06-11),236,False,169.5,66,False,False,True,False,False,False,None
AI158,Air India,CCU,DEL,CCU - DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,2026-04-20,6,Morning (06-11),177,False,139.5,38,False,False,False,False,False,False,None
UK206,Vistara,MAA,BLR,MAA - BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,2026-04-20,6,Morning (06-11),273,False,177.0,96,False,False,False,False,False,False,None
SJ138,SpiceJet,BLR,BOM,BLR - BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,2026-04-20,5,Night (00-05),48,False,140.5,-92,False,False,True,False,False,False,None
AI034,Air India,DEL,BOM,DEL - BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,2026-04-20,5,Night (00-05),283,False,176.0,107,False,False,False,False,False,False,None
AI012,Air India,BOM,CCU,BOM - CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,2026-04-20,5,Night (00-05),243,False,169.5,74,False,False,False,False,False,False,None
6F083,IndiGo,BLR,DEL,BLR - DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,2026-04-20,5,Night (00-05),39,False,125.0,-86,False,False,False,False,False,False,None
SJ083,SpiceJet,MAA,BLR,MAA - BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,2026-04-20,5,Night (00-05),184,False,177.0,7,False,False,False,False,False,False,None
SJ186,SpiceJet,CCU,DEL,CCU - DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,2026-04-20,5,Night (00-05),131,False,139.5,-8,False,False,False,False,False,False,None
UK001,Vistara,CCU,DEL,CCU - DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,2026-04-20,5,Night (00-05),85,False,139.5,-54,False,False,False,False,False,False,None
AI217,Air India,CCU,BLR,CCU - BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,2026-04-20,4,Night (00-05),137,False,167.0,-30,False,False,False,False,False,False,None
6F178,IndiGo,BOM,CCU,BOM - CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,2026-04-20,4,Night (00-05),263,False,169.5,94,False,False,False,False,False,False,None
UK015,Vistara,BLR,BOM,BLR - BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,2026-04-20,4,Night (00-05),107,False,140.5,-34,False,False,False,False,False,False,None
AI112,Air India,DEL,BLR,DEL - BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,2026-04-20,4,Night (00-05),223,False,191.0,32,False,False,False,False,False,False,None
UK100,Vistara,CCU,BLR,CCU - BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,2026-04-20,4,Night (00-05),152,False,167.0,-15,False,False,False,False,False,False,None
6F133,IndiGo,MAA,BLR,MAA - BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,2026-04-20,4,Night (00-05),107,False,177.0,-70,False,False,False,False,False,False,None
AI227,Air India,BLR,MAA,BLR - MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,2026-04-20,4,Night (00-05),226,False,219.0,7,False,False,False,False,False,False,None
UK093,Vistara,HYD,CCU,HYD - CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,2026-04-20,4,Night (00-05),50,False,177.0,-127,False,False,False,False,False,False,None
UK203,Vistara,BLR,HYD,BLR - HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,2026-04-20,4,Night (00-05),72,False,167.0,-95,False,False,False,False,False,False,None
UK154,Vistara,MAA,HYD,MAA - HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,2026-04-20,4,Night (00-05),237,False,164.0,73,False,False,False,False,False,False,None
UK073,Vistara,BLR,CCU,BLR - CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,2026-04-20,3,Night (00-05),250,False,97.0,153,False,False,False,False,False,False,None
AI164,Air India,DEL,BLR,DEL - BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,2026-04-20,3,Night (00-05),108,False,191.0,-83,False,False,False,False,False,False,None
UK008,Vistara,CCU,BLR,CCU - BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,2026-04-20,3,Night (00-05),37,False,167.0,-130,False,False,False,False,False,False,None
UK051,Vistara,HYD,DEL,HYD - DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,2026-04-20,3,Night (00-05),180,False,196.5,-16,False,False,False,False,False,False,None
UK208,Vistara,DEL,CCU,DEL - CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,2026-04-20,3,Night (00-05),297,False,144.0,153,False,False,False,False,False,False,None
AI150,Air India,BOM,DEL,BOM - DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,2026-04-20,3,Night (00-05),47,False,157.0,-110,False,False,False,False,False,False,None
AI189,Air India,CCU,DEL,CCU - DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,2026-04-20,3,Night (00-05),108,False,139.5,-32,False,False,False,False,False,False,None
6F230,IndiGo,CCU,BLR,CCU - BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,2026-04-20,3,Night (00-05),193,False,167.0,26,False,False,False,False,False,False,None
6F169,IndiGo,BOM,DEL,BOM - DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,2026-04-20,3,Night (00-05),279,False,157.0,122,False,False,False,False,False,False,None
AI205,Air India,BLR,BOM,BLR - BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,2026-04-20,3,Night (00-05),108,False,140.5,-32,False,False,False,False,False,False,None
AI103,Air India,BLR,BOM,BLR - BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,2026-04-20,3,Night (00-05),38,False,140.5,-102,False,False,False,False,False,False,None
6F250,IndiGo,DEL,BLR,DEL - BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,2026-04-20,3,Night (00-05),244,False,191.0,53,False,False,True,False,True,True,Conflicting duplicate flight_id
AI246,Air India,BOM,BLR,BOM - BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,2026-04-20,3,Night (00-05),199,False,170.0,29,False,False,False,False,False,False,None
6F187,IndiGo,BOM,MAA,BOM - MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,2026-04-20,3,Night (00-05),258,False,180.0,78,False,False,False,False,False,False,None
AI082,Air India,DEL,CCU,DEL - CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,2026-04-20,3,Night (00-05),162,False,144.0,18,False,False,False,False,False,False,None
UK116,Vistara,CCU,BOM,CCU - BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,2026-04-20,3,Night (00-05),228,False,174.0,54,False,False,False,False,False,False,None
SJ169,SpiceJet,BOM,MAA,BOM - MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,2026-04-20,3,Night (00-05),286,False,180.0,106,False,False,False,False,False,False,None
AI175,Air India,BOM,HYD,BOM - HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,2026-04-20,3,Night (00-05),227,False,207.5,20,False,False,False,False,False,False,None
SJ098,SpiceJet,HYD,MAA,HYD - MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,2026-04-20,3,Night (00-05),35,False,141.0,-106,False,False,False,False,False,False,None
SJ191,SpiceJet,BLR,BOM,BLR - BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,2026-04-20,3,Night (00-05),82,False,140.5,-58,False,False,False,False,False,False,None
SJ017,SpiceJet,DEL,MAA,DEL - MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,2026-04-20,2,Night (00-05),123,False,184.0,-61,False,False,False,False,False,False,None
UK188,Vistara,MAA,BLR,MAA - BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,2026-04-20,2,Night (00-05),49,False,177.0,-128,False,False,False,False,False,False,None
AI196,Air India,MAA,HYD,MAA - HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,2026-04-20,2,Night (00-05),93,False,164.0,-71,False,False,False,False,False,False,None
AI068,Air India,BOM,BLR,BOM - BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,2026-04-20,2,Night (00-05),120,False,170.0,-50,False,False,False,False,False,False,None
SJ097,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,2026-04-20,2,Night (00-05),170,False,169.5,0,False,False,False,False,False,False,None
SJ030,SpiceJet,DEL,HYD,DEL - HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,2026-04-20,2,Night (00-05),43,False,177.0,-134,False,False,False,False,False,False,None
6F179,IndiGo,HYD,MAA,HYD - MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,2026-04-20,2,Night (00-05),255,False,141.0,114,False,False,False,False,False,False,None
6F156,IndiGo,MAA,BOM,MAA - BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,2026-04-20,2,Night (00-05),154,False,173.0,-19,False,False,False,False,False,False,None
SJ057,SpiceJet,BOM,CCU,BOM - CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,2026-04-20,2,Night (00-05),192,False,169.5,22,False,False,False,False,False,False,None
6F036,IndiGo,CCU,BLR,CCU - BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,2026-04-20,2,Night (00-05),283,False,167.0,116,False,False,False,False,False,False,None
6F201,IndiGo,CCU,BOM,CCU - BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,2026-04-20,2,Night (00-05),280,False,174.0,106,False,False,False,False,False,False,None
6F143,IndiGo,CCU,DEL,CCU - DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,2026-04-20,2,Night (00-05),239,False,139.5,100,False,False,False,False,False,False,None
6F177,IndiGo,HYD,MAA,HYD - MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,2026-04-20,2,Night (00-05),142,False,141.0,1,False,False,False,False,False,False,None
6F031,IndiGo,BOM,BLR,BOM - BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,2026-04-20,2,Night (00-05),277,False,170.0,107,False,False,False,False,False,False,None
UK165,Vistara,DEL,BLR,DEL - BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,2026-04-20,1,Night (00-05),253,False,191.0,62,False,False,False,False,False,False,None
6F122,IndiGo,DEL,BLR,DEL - BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,2026-04-20,1,Night (00-05),224,False,191.0,33,False,False,False,False,False,False,None
AI009,Air India,DEL,CCU,DEL - CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,2026-04-20,1,Night (00-05),154,False,144.0,10,False,False,True,False,False,False,None
6F046,IndiGo,DEL,BLR,DEL - BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,2026-04-20,1,Night (00-05),221,False,191.0,30,False,False,False,False,False,False,None
AI051,Air India,MAA,BLR,MAA - BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,2026-04-20,1,Night (00-05),55,False,177.0,-122,False,False,False,False,False,False,None
UK222,Vistara,BOM,CCU,BOM - CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,2026-04-20,1,Night (00-05),95,False,169.5,-74,False,False,False,False,False,False,None
SJ127,SpiceJet,BOM,DEL,BOM - DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,2026-04-20,1,Night (00-05),157,False,157.0,0,False,False,False,False,False,False,None
AI226,Air India,BLR,HYD,BLR - HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,2026-04-20,1,Night (00-05),169,False,167.0,2,False,False,True,False,False,False,None
AI216,Air India,BOM,CCU,BOM - CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,2026-04-20,1,Night (00-05),84,False,169.5,-86,False,False,False,False,False,False,None
